id,date,store_nbr,family,sales,onpromotion,city,state,type_x,cluster,dcoilwtico,type_y,locale_x,locale_name,description,transferred,is_holiday,holiday_type,sales_scaled,dcoilwtico_scaled,day_of_week,month,is_weekend,month_sin,month_cos,dow_sin,dow_cos,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28,rolling_mean_7,rolling_std_7,rolling_mean_28,rolling_std_28,year,quarter,day_of_month,week_of_year,is_month_start,is_month_end,expanding_mean_sales,promo_lag_1,promo_lag_7,promo_rolling_mean_7,locale_y,is_national_holiday,days_to_next_holiday,is_anomaly
2778340,2017-04-13,15,4,0.0,0,Ibarra,Imbabura,2,6,53.19,Transfer,Local,Cuenca,Fundacion de Cuenca,False,1,5,0.0,0.3197915432902996,3,4,0,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,13,15,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2780122,2017-04-14,15,4,0.0,0,Ibarra,Imbabura,2,6,53.0475,Holiday,Local,Libertad,Cantonizacion de Libertad,False,1,3,0.0,0.3181037545896008,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,14,15,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2792596,2017-04-21,15,4,0.0,0,Ibarra,Imbabura,2,6,49.64,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,1,3,0.0,0.2777448774132417,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,21,16,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2810416,2017-05-01,15,4,0.0,0,Ibarra,Imbabura,2,6,48.83,Holiday,National,Ecuador,Dia del Trabajo,False,1,3,0.0,0.2681511311145327,0,5,0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,1,18,1,0,0.0,0.0,0.0,0.0,National,0,0,0
2830018,2017-05-12,15,4,0.0,0,Ibarra,Imbabura,2,6,47.83,Holiday,Local,Puyo,Cantonizacion del Puyo,False,1,3,0.0,0.2563069998815587,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,12,19,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2831800,2017-05-13,15,4,0.0,0,Ibarra,Imbabura,2,6,48.17333333333333,Additional,National,Ecuador,Dia de la Madre-1,False,1,0,0.0,0.2603734849382131,5,5,1,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,13,19,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2833582,2017-05-14,15,4,0.0,0,Ibarra,Imbabura,2,6,48.516666666666666,Event,National,Ecuador,Dia de la Madre,False,1,2,0.0,0.2644399699948675,6,5,1,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,14,19,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2851402,2017-05-24,15,4,0.0,0,Ibarra,Imbabura,2,6,50.99,Holiday,National,Ecuador,Batalla de Pichincha,True,1,3,0.0,0.2937344545777567,2,5,0,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,24,21,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2854966,2017-05-26,15,4,0.0,0,Ibarra,Imbabura,2,6,49.58,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,1,5,0.0,0.2770342295392632,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,26,21,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2904862,2017-06-23,15,4,0.0,0,Ibarra,Imbabura,2,6,42.86,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,1,3,0.0,0.1974416676536775,4,6,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,23,25,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2908426,2017-06-25,15,4,0.0,0,Ibarra,Imbabura,2,6,43.11333333333334,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,1,3,0.0,0.2004421808993643,6,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2,25,25,0,0,0.0,0.0,0.0,0.0,Regional,0,0,0
2922682,2017-07-03,15,4,0.0,0,Ibarra,Imbabura,2,6,45.474,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,1,3,0.0,0.2284022266966718,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,3,27,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2958322,2017-07-23,15,4,0.0,0,Ibarra,Imbabura,2,6,46.06666666666667,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,1,3,0.0,0.2354218484740811,6,7,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,23,29,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2960104,2017-07-24,15,4,0.0,0,Ibarra,Imbabura,2,6,46.21,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,1,0,0.0,0.2371195072841406,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,24,30,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2961886,2017-07-25,15,4,0.0,0,Ibarra,Imbabura,2,6,47.77,Additional,Local,Guayaquil,Fundacion de Guayaquil,False,1,0,0.0,0.2555963520075802,1,7,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,25,30,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2981488,2017-08-05,15,4,0.0,0,Ibarra,Imbabura,2,6,49.50333333333333,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,3,0.0,0.2761261794780686,5,8,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,5,31,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2990398,2017-08-10,15,4,0.0,0,Ibarra,Imbabura,2,6,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,3,0.0,0.2647163330569703,3,8,0,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,10,32,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2992180,2017-08-11,15,4,0.0,0,Ibarra,Imbabura,2,6,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,5,0.0,0.2679142484898733,4,8,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,11,32,0,0,0.0,0.0,0.0,0.0,National,0,0,0
2999308,2017-08-15,15,4,0.0,0,Ibarra,Imbabura,2,6,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,3,0.0,0.2532275257609854,1,8,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,3,15,33,0,0,0.0,0.0,0.0,0.0,Local,0,0,0
2698151,2017-02-27,15,5,117.0,7,Ibarra,Imbabura,2,6,54.04,Holiday,National,Ecuador,Carnaval,False,1,3,0.0009381239125379,0.3298590548383275,0,2,0,0.8660254037844386,0.5000000000000001,0.0,1.0,95.0,183.0,185.0,212.0,168.85714285714286,46.36603847439647,170.17857142857142,36.30126369744135,2017,1,27,9,0,0,151.54095112285336,32.0,4.0,9.142857142857142,National,0,0,0
2699933,2017-02-28,15,5,114.0,6,Ibarra,Imbabura,2,6,54.0,Holiday,National,Ecuador,Carnaval,False,1,3,0.0009140694532421,0.3293852895890086,1,2,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,117.0,229.0,157.0,155.0,159.42857142857142,49.60798706813284,166.78571428571428,36.685204549023,2017,1,28,9,0,1,151.5181518151815,7.0,7.0,9.571428571428571,National,0,0,0
2703497,2017-03-02,15,5,175.0,11,Ibarra,Imbabura,2,6,52.63,Holiday,Local,Manta,Fundacion de Manta,False,1,3,0.0014031767922576,0.3131588297998342,3,3,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,252.0,180.0,196.0,222.0,153.28571428571428,57.54915083564999,168.07142857142858,41.335061407801575,2017,1,2,9,0,0,151.5596572181938,14.0,5.0,10.571428571428571,Local,0,0,0
2756957,2017-04-01,15,5,248.0,4,Ibarra,Imbabura,2,6,50.443333333333335,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,1,3,0.0019885019684565,0.2872596628370643,5,4,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,144.0,134.0,142.0,219.0,154.28571428571428,30.483406883708547,164.67857142857142,25.67035120944693,2017,2,1,13,1,0,151.84292178409825,5.0,3.0,9.285714285714286,Regional,0,0,0
2776559,2017-04-12,15,5,138.0,5,Ibarra,Imbabura,2,6,53.12,Holiday,Local,Cuenca,Fundacion de Cuenca,True,1,3,0.0011065051276089,0.3189624541039914,2,4,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,213.0,185.0,162.0,152.0,175.0,26.41338044753792,169.82142857142858,30.52146005368929,2017,2,12,15,0,0,152.10012836970475,3.0,5.0,9.428571428571429,Local,0,0,0
2778341,2017-04-13,15,5,104.0,7,Ibarra,Imbabura,2,6,53.19,Transfer,Local,Cuenca,Fundacion de Cuenca,False,1,5,0.0008338879222559,0.3197915432902996,3,4,0,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,138.0,144.0,145.0,144.0,168.28571428571428,29.26724156067865,169.32142857142858,30.93607934581291,2017,2,13,15,0,0,152.0910840282232,5.0,5.0,9.428571428571429,Local,0,0,0
2780123,2017-04-14,15,5,60.0,5,Ibarra,Imbabura,2,6,53.0475,Holiday,Local,Libertad,Cantonizacion de Libertad,False,1,3,0.0004810891859169,0.3181037545896008,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,104.0,150.0,144.0,164.0,162.57142857142858,37.53601445215045,167.89285714285714,33.003186474335216,2017,2,14,15,0,0,152.0602564102564,7.0,3.0,9.714285714285714,National,0,0,0
2792597,2017-04-21,15,5,133.0,6,Ibarra,Imbabura,2,6,49.64,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,1,3,0.0010664143621158,0.2777448774132417,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,181.0,60.0,150.0,172.0,146.57142857142858,42.46903633965167,163.96428571428572,38.807675971193326,2017,2,21,16,0,0,152.03573707721762,5.0,5.0,9.857142857142858,Local,0,0,0
2810417,2017-05-01,15,5,193.0,7,Ibarra,Imbabura,2,6,48.83,Holiday,National,Ecuador,Dia del Trabajo,False,1,3,0.0015475035480327,0.2681511311145327,0,5,0,0.4999999999999999,-0.8660254037844387,0.0,1.0,157.0,192.0,187.0,191.0,159.14285714285714,20.36687319666857,158.42857142857142,31.007082310958733,2017,2,1,18,1,0,152.06911857958147,39.0,6.0,10.0,National,0,0,0
2830019,2017-05-12,15,5,113.0,2,Ibarra,Imbabura,2,6,47.83,Holiday,Local,Puyo,Cantonizacion del Puyo,False,1,3,0.0009060513001435,0.2563069998815587,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,171.0,139.0,144.0,60.0,174.28571428571428,21.05322054313313,162.96428571428572,29.17695963503385,2017,2,12,19,0,0,152.25251889168766,2.0,4.0,8.714285714285714,Local,0,0,0
2831801,2017-05-13,15,5,171.0,2,Ibarra,Imbabura,2,6,48.17333333333333,Additional,National,Ecuador,Dia de la Madre-1,False,1,0,0.0013711041798632,0.2603734849382131,5,5,1,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,113.0,188.0,152.0,157.0,170.57142857142858,29.07952970078336,164.85714285714286,23.39628695724315,2017,2,13,19,0,0,152.2278162366268,2.0,5.0,8.428571428571429,National,0,0,0
2833583,2017-05-14,15,5,174.0,34,Ibarra,Imbabura,2,6,48.516666666666666,Event,National,Ecuador,Dia de la Madre,False,1,2,0.001395158639159,0.2644399699948675,6,5,1,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,171.0,206.0,157.0,149.0,168.14285714285714,28.073882117415515,165.35714285714286,23.371737103551336,2017,2,14,19,0,0,152.23962264150944,2.0,45.0,8.0,National,0,0,0
2851403,2017-05-24,15,5,129.0,2,Ibarra,Imbabura,2,6,50.99,Holiday,National,Ecuador,Batalla de Pichincha,True,1,3,0.0010343417497213,0.2937344545777567,2,5,0,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,152.0,174.0,175.0,151.0,173.42857142857142,29.142507000692625,169.96428571428572,25.43034370494839,2017,2,24,21,0,0,152.395,2.0,1.0,7.857142857142857,National,0,0,0
2854967,2017-05-26,15,5,136.0,1,Ibarra,Imbabura,2,6,49.58,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,1,5,0.0010904688214116,0.2770342295392632,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,115.0,143.0,113.0,144.0,157.71428571428572,38.10386807011079,168.42857142857142,27.60894725000202,2017,2,26,21,0,0,152.35705368289638,1.0,4.0,8.0,National,0,0,0
2904863,2017-06-23,15,5,161.0,4,Ibarra,Imbabura,2,6,42.86,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,1,3,0.001290922648877,0.1974416676536775,4,6,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,146.0,102.0,100.0,136.0,150.0,28.29016319028488,170.35714285714286,41.13862228351445,2017,2,23,25,0,0,152.6662576687117,4.0,3.0,7.428571428571429,Local,0,0,0
2908427,2017-06-25,15,5,148.0,31,Ibarra,Imbabura,2,6,43.11333333333334,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,1,3,0.001186686658595,0.2004421808993643,6,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,144.0,189.0,200.0,171.0,159.85714285714286,16.925607536388362,170.75,40.88794533934791,2017,2,25,25,0,0,152.66605392156862,4.0,37.0,7.857142857142857,Regional,0,0,0
2922683,2017-07-03,15,5,167.0,4,Ibarra,Imbabura,2,6,45.474,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,1,3,0.0013390315674687,0.2284022266966718,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,292.0,118.0,158.0,145.0,146.42857142857142,64.68347842341183,154.75,39.956110180298566,2017,3,3,27,0,0,152.63658536585365,34.0,3.0,8.571428571428571,Local,0,0,0
2958323,2017-07-23,15,5,147.0,29,Ibarra,Imbabura,2,6,46.06666666666667,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,1,3,0.0011786685054964,0.2354218484740811,6,7,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,150.0,170.0,182.0,148.0,168.14285714285714,34.01190267846256,158.60714285714286,41.17203229603397,2017,3,23,29,0,0,152.76626506024095,10.0,36.0,15.428571428571429,Local,0,0,0
2960105,2017-07-24,15,5,160.0,12,Ibarra,Imbabura,2,6,46.21,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,1,0,0.0012829044957784,0.2371195072841406,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,147.0,216.0,198.0,118.0,164.85714285714286,34.90190334555595,158.57142857142858,41.182006652870776,2017,3,24,30,0,0,152.76279349789283,29.0,12.0,14.428571428571429,Local,0,0,0
2961887,2017-07-25,15,5,165.0,13,Ibarra,Imbabura,2,6,47.77,Additional,Local,Guayaquil,Fundacion de Guayaquil,False,1,0,0.0013229952612715,0.2555963520075802,1,7,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,160.0,168.0,153.0,131.0,156.85714285714286,26.673511026406587,160.07142857142858,40.40712127502863,2017,3,25,30,0,0,152.76714801444044,12.0,14.0,14.428571428571429,Local,0,0,0
2981489,2017-08-05,15,5,200.0,7,Ibarra,Imbabura,2,6,49.50333333333333,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,3,0.001603630619723,0.2761261794780686,5,8,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,139.0,183.0,150.0,201.0,172.85714285714286,23.046536771119435,167.25,29.88202110274024,2017,3,5,31,0,0,152.8696951583981,7.0,4.0,9.857142857142858,Local,0,0,0
2990399,2017-08-10,15,5,151.0,5,Ibarra,Imbabura,2,6,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,3,0.0012107411178909,0.2647163330569703,3,8,0,-0.8660254037844384,-0.5000000000000004,0.4338837391175582,-0.900968867902419,145.0,200.0,173.0,123.0,161.28571428571428,26.68778925347236,165.07142857142858,28.28286822300844,2017,3,10,32,0,0,152.8849821215733,7.0,9.0,10.714285714285714,National,0,0,0
2992181,2017-08-11,15,5,99.0,8,Ibarra,Imbabura,2,6,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,5,0.0007937971567629,0.2679142484898733,4,8,0,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,151.0,139.0,192.0,156.0,154.28571428571428,20.56464835353123,166.07142857142858,27.215094628915075,2017,3,11,32,0,0,152.88385944014294,5.0,7.0,10.142857142857142,National,0,0,0
2999309,2017-08-15,15,5,187.0,8,Ibarra,Imbabura,2,6,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,3,0.001499394629441,0.2532275257609854,1,8,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,154.0,147.0,182.0,168.0,135.0,20.984120980705683,156.89285714285714,27.755999399137533,2017,3,15,33,0,0,152.8187759952466,8.0,7.0,10.142857142857142,Local,0,0,0
2698152,2017-02-27,15,6,2.0,0,Ibarra,Imbabura,2,6,54.04,Holiday,National,Ecuador,Carnaval,False,1,3,1.603630619723053e-05,0.3298590548383275,0,2,0,0.8660254037844386,0.5000000000000001,0.0,1.0,3.0,3.0,3.0,7.0,2.571428571428572,1.3972762616752032,3.392857142857143,2.871820763326897,2017,1,27,9,0,0,2.8883751651254954,0.0,0.0,0.0,National,0,0,0
2699934,2017-02-28,15,6,1.0,0,Ibarra,Imbabura,2,6,54.0,Holiday,National,Ecuador,Carnaval,False,1,3,8.018153098615266e-06,0.3293852895890086,1,2,0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,2.0,4.0,1.0,2.0,2.4285714285714284,1.397276261675011,3.2142857142857144,2.793605699370202,2017,1,28,9,0,1,2.887788778877888,0.0,0.0,0.0,National,0,0,0
2703498,2017-03-02,15,6,9.0,0,Ibarra,Imbabura,2,6,52.63,Holiday,Local,Manta,Fundacion de Manta,False,1,3,7.216337788753739e-05,0.3131588297998342,3,3,0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,1.0,0.0,2.0,7.0,1.5714285714285714,0.9759000724650392,3.142857142857143,2.837764974805151,2017,1,2,9,0,0,2.8852999340804217,0.0,0.0,0.0,Local,0,0,0
2756958,2017-04-01,15,6,16.0,0,Ibarra,Imbabura,2,6,50.443333333333335,Holiday,Regional,Cotopaxi,Provincializacion de Cotopaxi,False,1,3,0.0001282904495778,0.2872596628370643,5,4,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,6.0,8.0,7.0,1.0,4.571428571428571,2.6367367998054987,4.071428571428571,3.354693466367632,2017,2,1,13,1,0,2.9314802844214607,0.0,0.0,0.0,Regional,0,0,0
2776560,2017-04-12,15,6,1.0,0,Ibarra,Imbabura,2,6,53.12,Holiday,Local,Cuenca,Fundacion de Cuenca,True,1,3,8.018153098615266e-06,0.3189624541039914,2,4,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,1.0,0.0,3.0,15.0,1.7142857142857142,1.3801311183430196,3.892857142857143,3.956609900417681,2017,2,12,15,0,0,2.93196405648267,0.0,0.0,0.0,Local,0,0,0
2778342,2017-04-13,15,6,11.0,0,Ibarra,Imbabura,2,6,53.19,Transfer,Local,Cuenca,Fundacion de Cuenca,False,1,5,8.819968408476792e-05,0.3197915432902996,3,4,0,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,1.0,1.0,1.0,6.0,1.8571428571428568,1.2149857922000005,3.392857142857143,3.33710104515347,2017,2,13,15,0,0,2.930724823604875,0.0,0.0,0.0,Local,0,0,0
2780124,2017-04-14,15,6,11.0,0,Ibarra,Imbabura,2,6,53.0475,Holiday,Local,Libertad,Cantonizacion de Libertad,False,1,3,8.819968408476792e-05,0.3181037545896008,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,11.0,3.0,6.0,3.0,3.2857142857142856,3.592319849877605,3.571428571428572,3.604817470279196,2017,2,14,15,0,0,2.935897435897436,0.0,0.0,0.0,National,0,0,0
2792598,2017-04-21,15,6,0.0,0,Ibarra,Imbabura,2,6,49.64,Holiday,Local,Riobamba,Cantonizacion de Riobamba,False,1,3,0.0,0.2777448774132417,4,4,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,2.0,11.0,3.0,2.0,9.285714285714286,7.064330251612477,5.142857142857143,5.3521493481427385,2017,2,21,16,0,0,2.9642629227823867,0.0,0.0,0.0,Local,0,0,0
2810418,2017-05-01,15,6,2.0,0,Ibarra,Imbabura,2,6,48.83,Holiday,National,Ecuador,Dia del Trabajo,False,1,3,1.603630619723053e-05,0.2681511311145327,0,5,0,0.4999999999999999,-0.8660254037844387,0.0,1.0,10.0,2.0,10.0,1.0,6.0,5.887840577473171,5.0,5.577733510166393,2017,2,1,18,1,0,2.9759036144578315,0.0,0.0,0.0,National,0,0,0
2830020,2017-05-12,15,6,29.0,0,Ibarra,Imbabura,2,6,47.83,Holiday,Local,Puyo,Cantonizacion del Puyo,False,1,3,0.0002325264398598,0.2563069998815587,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,7.0,2.0,14.0,11.0,4.285714285714286,2.0586634589368265,5.285714285714286,5.3114630951332416,2017,2,12,19,0,0,2.977329974811083,0.0,0.0,0.0,Local,0,0,0
2831802,2017-05-13,15,6,32.0,3,Ibarra,Imbabura,2,6,48.17333333333333,Additional,National,Ecuador,Dia de la Madre-1,False,1,0,0.0002565808991556,0.2603734849382131,5,5,1,0.4999999999999999,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,29.0,3.0,4.0,22.0,8.142857142857142,9.370673604848523,5.928571428571429,6.884919491282305,2017,2,13,19,0,0,2.9937067337948395,0.0,0.0,0.0,National,0,0,0
2833584,2017-05-14,15,6,1.0,0,Ibarra,Imbabura,2,6,48.516666666666666,Event,National,Ecuador,Dia de la Madre,False,1,2,8.018153098615266e-06,0.2644399699948675,6,5,1,0.4999999999999999,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,32.0,5.0,10.0,7.0,12.285714285714286,12.579272444668325,6.285714285714286,7.929584281513735,2017,2,14,19,0,0,3.011949685534592,3.0,0.0,0.4285714285714285,National,0,0,0
2851404,2017-05-24,15,6,1.0,0,Ibarra,Imbabura,2,6,50.99,Holiday,National,Ecuador,Batalla de Pichincha,True,1,3,8.018153098615266e-06,0.2937344545777567,2,5,0,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,4.0,6.0,7.0,0.0,5.0,2.9439202886178646,6.178571428571429,7.803387542739364,2017,2,24,21,0,0,3.01625,0.0,0.0,0.0,National,0,0,0
2854968,2017-05-26,15,6,6.0,0,Ibarra,Imbabura,2,6,49.58,Transfer,National,Ecuador,Traslado Batalla de Pichincha,False,1,5,4.81089185916916e-05,0.2770342295392632,4,5,0,0.4999999999999999,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,3.0,11.0,29.0,14.0,4.428571428571429,3.1547394427191646,5.892857142857143,7.7140530044806095,2017,2,26,21,0,0,3.01498127340824,0.0,0.0,0.0,National,0,0,0
2904864,2017-06-23,15,6,4.0,0,Ibarra,Imbabura,2,6,42.86,Holiday,Local,Guaranda,Cantonizacion de Guaranda,False,1,3,3.207261239446106e-05,0.1974416676536775,4,6,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,1.0,0.0,5.0,6.0,4.428571428571429,6.241184258732314,3.821428571428572,3.421647550083616,2017,2,23,25,0,0,3.028834355828221,0.0,0.0,0.0,Local,0,0,0
2908428,2017-06-25,15,6,2.0,0,Ibarra,Imbabura,2,6,43.11333333333334,Holiday,Regional,Imbabura,Provincializacion de Imbabura,False,1,3,1.603630619723053e-05,0.2004421808993643,6,6,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,10.0,2.0,0.0,4.0,3.857142857142857,3.1320159336422178,4.035714285714286,3.5744167392424204,2017,2,25,25,0,0,3.033700980392157,0.0,0.0,0.0,Regional,0,0,0
2922684,2017-07-03,15,6,1.0,0,Ibarra,Imbabura,2,6,45.474,Holiday,Local,El Carmen,Cantonizacion de El Carmen,False,1,3,8.018153098615266e-06,0.2284022266966718,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,4.0,3.0,5.0,1.0,2.0,1.7320508072969267,3.607142857142857,3.675134522154921,2017,3,3,27,0,0,3.028658536585366,0.0,0.0,0.0,Local,0,0,0
2958324,2017-07-23,15,6,1.0,0,Ibarra,Imbabura,2,6,46.06666666666667,Holiday,Local,Cayambe,Cantonizacion de Cayambe,False,1,3,8.018153098615266e-06,0.2354218484740811,6,7,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1.0,3.0,3.0,2.0,1.2857142857142858,1.6035674511799671,2.0,1.6777409854131042,2017,3,23,29,0,0,3.016265060240964,0.0,0.0,0.0,Local,0,0,0
2960106,2017-07-24,15,6,5.0,0,Ibarra,Imbabura,2,6,46.21,Additional,Local,Guayaquil,Fundacion de Guayaquil-1,False,1,0,4.009076549307633e-05,0.2371195072841406,0,7,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1.0,0.0,5.0,3.0,1.0,1.414213562038693,1.9642857142857144,1.6883510001919615,2017,3,24,30,0,0,3.0150511739915715,0.0,0.0,0.0,Local,0,0,0
2961888,2017-07-25,15,6,1.0,0,Ibarra,Imbabura,2,6,47.77,Additional,Local,Guayaquil,Fundacion de Guayaquil,False,1,0,8.018153098615266e-06,0.2555963520075802,1,7,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,5.0,4.0,2.0,0.0,1.7142857142857142,1.976047039880064,2.0357142857142856,1.7739293661658395,2017,3,25,30,0,0,3.0162454873646207,0.0,0.0,0.0,Local,0,0,0
